,02d06,Alistipes,Anaerococcus,Anaerofilum,Anaerovibrio,Bacteroides,Bilophila,Blautia,Butyricicoccus,Butyricimonas,CF231,Campylobacter,Clostridium,Collinsella,Coprococcus,Corynebacterium,Desulfovibrio,Dialister,Dorea,Faecalibacterium,Finegoldia,Lachnospira,Lactococcus,Megasphaera,Mogibacterium,Oscillospira,Parabacteroides,Paraprevotella,Peptoniphilus,Phascolarctobacterium,Prevotella,Roseburia,Ruminococcus,SMB53,Saccharopolyspora,Sarcina,Slackia,Streptococcus,Succinivibrio,Sutterella,Turicibacter,WAL_1855D,[Eubacterium],[Prevotella],[Ruminococcus],NA,Anaerofustis,Bifidobacterium,Catenibacterium,Dehalobacterium,Gemmiger,Mitsuokella,Shuttleworthia,Veillonella,Victivallis,Aggregatibacter,Lactobacillus,Selenomonas,[Clostridium],Acidaminococcus,Butyrivibrio,Fusobacterium,Methanosphaera,Odoribacter,Rothia,Peptococcus,Shigella,Actinomyces,Christensenella,Methanobrevibacter,Oxalobacter,Succinispira,cc_115,Akkermansia,Brachyspira,Helicobacter,Anaerostipes,Lachnobacterium,Enterococcus,rc4-4,Barnesiella,Weissella,Anaerorhabdus,Holdemania,Porphyromonas,Succiniclasticum,Serratia,Alloscardovia,Bulleidia,Leptotrichia,Oribacterium,p-75-a5,Flexispira,Pseudobutyrivibrio,RFN20,Haemophilus,Herbaspirillum,Atopobium,Adlercreutzia,Anaerotruncus,Coprobacillus,Gardnerella,Ralstonia,Eggerthella,Pseudomonas,Jan-68,Gallicola,Peptostreptococcus,ph2,Candidatus Arthromitus,Staphylococcus,Lactonifactor,Subdoligranulum,Pseudoramibacter_Eubacterium,Epulopiscium,Pediococcus,Haloferula,Varibaculum,Synergistes,Cloacibacillus,Defluviitalea,Macellibacteroides,Sneathia,Parvimonas,Mobiluncus,Mycoplasma,Sporobacter,Sharpea,Actinobacillus,vadinCA11,AF12,Anaeroplasma,Gemella,Lachnoanaerobaculum,Moryella,Leuconostoc,Megamonas,Pyramidobacter,Granulicatella,Geobacillus,Lautropia,Aerococcus,Morganella,Ureaplasma,Scardovia,Proteus,Actinobaculum,Streptobacillus,Blvii28,Neisseria,Abiotrophia,Methanomassiliicoccus,Sporanaerobacter,Arcanobacterium,Brevibacterium,GW-34,Nesterenkonia,Acinetobacter,Marvinbryantia,Bacillus,YRC22,Asteroleplasma
DM084-2,NA,2,NA,3,NA,146,6,57,3,27,NA,NA,5,5,77,NA,123,434,37,305,NA,152,NA,6,NA,112,61,3,NA,235,4711,773,110,9,NA,NA,NA,48,1503,132,4,4,77,1816,28,1029,NA,20,579,NA,8,190,NA,3,7,NA,NA,NA,NA,3,NA,NA,NA,5,NA,7,NA,1,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM084-3,2,2,NA,2,NA,252,3,55,NA,6,NA,NA,15,4,94,NA,156,711,75,858,NA,36,NA,13,17,497,80,NA,NA,96,3906,726,12,NA,NA,NA,3,92,354,329,NA,NA,94,2371,42,1331,NA,34,491,NA,15,32,NA,16,NA,NA,NA,NA,NA,9,NA,NA,NA,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM085-1,NA,NA,2,NA,27,94,NA,582,NA,3,NA,4,119,92,129,NA,94,339,94,1402,NA,7,NA,NA,51,268,136,NA,NA,413,1723,293,214,1,NA,NA,9,351,172,44,18,NA,663,596,302,2484,NA,15,1711,NA,225,NA,NA,3,NA,1,NA,NA,NA,NA,11,10,NA,2,3,35,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,144,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM085-2,NA,NA,NA,NA,49,71,NA,459,28,NA,NA,NA,76,52,235,NA,244,1695,123,1674,NA,NA,1,NA,40,76,39,NA,NA,40,1841,311,206,NA,NA,NA,8,72,267,8,2,NA,364,910,199,1783,NA,17,1658,NA,95,NA,NA,1,NA,5,2,NA,NA,NA,35,NA,NA,NA,4,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM085-3,NA,NA,NA,NA,7,152,NA,437,59,12,NA,NA,76,59,349,NA,150,241,86,1457,10,13,NA,NA,19,447,143,NA,NA,36,2733,309,522,17,NA,NA,2,138,144,18,91,NA,275,409,144,2403,NA,20,1622,NA,143,NA,NA,NA,NA,NA,NA,NA,2,NA,37,NA,NA,1,NA,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,106,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM086-1,NA,389,NA,1,NA,884,29,171,NA,15,NA,NA,103,10,359,NA,NA,478,35,1109,NA,98,1,NA,NA,264,293,197,NA,NA,4341,427,482,20,NA,NA,NA,10,NA,226,9,NA,NA,913,29,1632,NA,9,NA,NA,263,NA,NA,8,NA,4,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,9,NA,NA,NA,2,NA,NA,62,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM086-2,NA,388,NA,NA,NA,683,5,256,NA,34,NA,NA,118,19,469,NA,NA,1226,39,1101,NA,44,NA,NA,NA,302,227,71,NA,NA,3341,217,596,14,NA,1,NA,134,NA,29,10,NA,NA,527,42,2492,NA,72,NA,1,246,NA,NA,4,NA,6,NA,NA,NA,NA,58,NA,NA,13,3,NA,NA,4,NA,43,6,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM086-3,NA,314,NA,NA,NA,984,39,219,NA,29,NA,NA,108,4,604,NA,NA,637,16,1064,NA,165,1,NA,NA,228,318,142,NA,NA,4584,248,328,6,NA,NA,NA,27,NA,139,4,NA,2,607,19,1862,NA,12,NA,NA,116,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,15,9,NA,NA,NA,NA,NA,35,4,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM087-1,NA,202,NA,NA,NA,845,43,1754,NA,39,NA,NA,418,127,898,NA,NA,3,156,723,3,4,NA,NA,1,266,779,NA,4,26,476,89,174,NA,NA,NA,NA,73,NA,19,NA,3,944,NA,225,3267,1,603,278,NA,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,13,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM087-2,NA,414,NA,NA,NA,1935,28,1015,NA,7,NA,NA,286,5,544,NA,NA,NA,52,2519,NA,4,NA,NA,NA,180,266,NA,NA,54,1907,23,165,4,NA,NA,NA,40,NA,5,NA,NA,490,NA,NA,2080,1,69,772,NA,25,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM087-3,NA,38,NA,NA,NA,2741,65,295,NA,51,NA,NA,138,11,137,NA,NA,NA,35,1630,NA,150,NA,NA,NA,111,728,NA,NA,188,3820,678,11,NA,NA,NA,NA,10,NA,413,NA,NA,75,NA,87,851,NA,167,216,NA,239,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,11,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM088-1,8,15,NA,2,NA,854,10,135,NA,108,NA,NA,66,2,695,NA,NA,2,31,1687,NA,324,NA,NA,NA,565,102,336,1,268,3538,228,566,NA,NA,NA,NA,NA,1,312,2,5,110,3,6,1956,NA,56,2,1,84,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,NA,23,NA,NA,NA,NA,NA,NA,12,NA,NA,1,NA,NA,4,760,NA,24,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM088-2,5,49,NA,NA,NA,929,11,205,NA,82,NA,NA,82,11,456,NA,NA,NA,32,1655,NA,185,NA,2,NA,284,407,364,NA,220,4251,639,303,NA,NA,NA,NA,71,NA,73,NA,NA,323,NA,16,1918,NA,138,1,NA,119,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,1,NA,NA,NA,NA,NA,12,NA,NA,12,NA,NA,5,2,NA,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM088-3,16,101,NA,NA,NA,941,17,223,NA,109,NA,NA,42,2,631,NA,NA,NA,50,1229,NA,303,NA,NA,NA,420,141,280,NA,269,4196,522,607,NA,NA,NA,NA,26,NA,406,NA,NA,206,NA,9,1931,NA,75,NA,NA,32,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,35,3,NA,NA,NA,NA,NA,25,NA,NA,16,NA,NA,16,4,NA,22,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM093-1,NA,947,3,1,NA,1730,66,846,NA,28,NA,NA,116,31,746,NA,61,10,55,1534,NA,40,1,NA,NA,386,311,162,NA,17,1850,464,655,NA,NA,NA,2,13,NA,18,NA,NA,597,NA,96,1830,NA,58,NA,1,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,27,11,NA,NA,5,NA,NA,13,11,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM093-2,NA,967,NA,NA,NA,1796,98,588,NA,24,NA,NA,189,11,552,NA,18,14,69,1750,NA,48,NA,NA,NA,436,666,193,NA,140,1652,540,398,NA,NA,NA,2,11,NA,47,NA,NA,320,NA,101,1902,NA,25,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,1,7,10,NA,NA,210,NA,NA,9,24,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM093-3,NA,837,NA,1,NA,1107,103,669,12,17,NA,NA,164,7,742,NA,71,13,56,2061,NA,68,NA,NA,NA,397,486,331,NA,45,1436,452,410,2,NA,NA,2,10,3,35,NA,NA,459,NA,85,2217,NA,25,NA,2,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,13,12,NA,NA,419,NA,NA,12,77,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM094-1,NA,NA,1,NA,NA,5366,NA,583,NA,NA,NA,1,221,NA,430,NA,NA,465,66,1548,NA,NA,NA,NA,NA,164,1087,NA,NA,NA,7,1011,48,NA,NA,NA,NA,15,NA,NA,NA,NA,39,NA,71,1154,NA,10,NA,NA,449,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,40,NA,NA,NA,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM094-2,NA,NA,NA,NA,NA,3797,NA,1223,NA,NA,NA,NA,314,NA,588,NA,NA,699,100,1699,NA,16,NA,NA,NA,104,914,NA,NA,NA,9,1428,38,1,NA,NA,NA,51,3,NA,NA,NA,9,NA,102,1044,NA,273,2,NA,312,NA,NA,13,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,18,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM094-3,NA,NA,NA,NA,NA,4313,NA,1064,NA,NA,NA,1,375,NA,419,NA,NA,894,99,1902,NA,11,NA,NA,NA,243,419,NA,2,NA,6,1013,44,NA,NA,NA,NA,104,NA,NA,19,NA,33,NA,169,1181,NA,81,NA,NA,254,NA,NA,17,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,28,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM095-1,NA,192,NA,NA,NA,3276,70,182,NA,NA,NA,NA,108,18,131,NA,375,NA,93,313,NA,62,41,NA,NA,151,345,NA,NA,20,783,764,785,NA,NA,NA,NA,87,NA,39,5,NA,379,NA,305,2617,2,109,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,202,NA,NA,NA,61,NA,NA,NA,1,15,79,NA,NA,5,609,NA,NA,27,496,102,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM095-2,NA,659,NA,NA,NA,3005,29,243,NA,NA,NA,4,177,28,82,NA,96,NA,115,261,NA,127,30,NA,NA,135,408,NA,NA,17,883,951,698,3,NA,NA,NA,297,NA,115,9,NA,359,NA,117,2507,NA,84,NA,NA,NA,NA,NA,221,NA,NA,5,NA,NA,191,NA,NA,NA,122,2,NA,NA,NA,6,349,NA,NA,3,10,NA,NA,14,214,56,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,11,NA,NA,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM095-3,NA,772,NA,NA,NA,2815,52,139,NA,NA,NA,NA,202,61,89,NA,302,NA,129,131,NA,119,3,NA,NA,159,514,NA,NA,8,203,418,1541,4,NA,19,NA,104,NA,60,13,NA,161,NA,205,2596,NA,142,NA,1,NA,NA,NA,10,NA,NA,5,NA,NA,732,NA,NA,NA,76,NA,NA,NA,NA,1,340,NA,NA,2,564,NA,NA,4,11,127,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM096-1,NA,180,2,NA,NA,1614,4,997,NA,5,NA,3,478,12,415,60,71,3,75,2661,1,11,NA,NA,NA,240,135,NA,7,39,105,510,1070,5,NA,NA,13,236,NA,5,NA,16,NA,NA,106,1460,2,1050,984,6,209,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,20,4,NA,NA,1,NA,NA,20,NA,NA,8,3,NA,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,2,NA,NA,8,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,1,6,NA,NA,NA,NA,NA
DM096-2,NA,53,NA,NA,NA,151,4,1145,NA,NA,NA,NA,742,15,895,NA,15,NA,99,2292,NA,22,4,NA,NA,64,15,NA,NA,15,9,629,734,5,NA,NA,7,82,NA,NA,NA,NA,NA,NA,81,2557,3,1221,1821,3,112,NA,NA,7,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,NA,65,NA,NA,9,9,NA,NA,4,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM096-3,NA,582,NA,NA,NA,2402,54,679,17,17,NA,NA,174,9,535,NA,198,NA,40,1696,NA,103,3,NA,NA,312,504,NA,NA,74,374,697,646,NA,NA,NA,8,28,1,56,NA,NA,NA,NA,55,1608,NA,315,1394,1,238,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,4,NA,8,13,NA,7,NA,NA,NA,2,11,NA,13,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM099-1,NA,113,1,NA,NA,605,39,1141,NA,NA,NA,1,352,74,305,1,NA,188,51,1517,1,51,9,NA,NA,111,355,NA,1,2,129,662,28,NA,NA,NA,9,789,NA,176,124,NA,12,NA,133,4881,NA,637,NA,NA,NA,NA,NA,231,NA,56,72,NA,NA,NA,NA,10,NA,8,16,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM099-2,NA,227,NA,NA,NA,1147,69,535,NA,NA,NA,NA,191,22,183,NA,NA,1054,65,1272,2,56,NA,NA,NA,141,271,NA,NA,3,3658,963,74,5,NA,NA,NA,20,NA,53,12,NA,1,NA,131,2010,NA,439,NA,NA,26,17,1,28,NA,11,2,NA,NA,NA,NA,2,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
